userID,세럼,스킨,로션,크림,all,user_ingredients,user_ingredients_str,cluster
M0001,히알루론산 레이어 물톡스 앰플,1025 독도 토너,맨즈 아쿠아 딥 워터풀 올인원 로션,,"히알루론산 레이어 물톡스 앰플,1025 독도 토너,맨즈 아쿠아 딥 워터풀 올인원 로션,","['나이아신아마이드', '다시마추출물', '한련초잎추출물', '병풀뿌리추출물', '에난티아 클로란타껍질추출물', '지모뿌리추출물', '소듐하이알루로네이트(500.1 ppm)', '하이드로제네이티드레시틴', '알란토인', '카보머', '엑토인', '판테놀', '아데노신', '다이소듐이디티에이', '프룩토올리고사카라이드', '자일리톨', '베타-글루칸', '자일리틸글루코사이드', '하이드롤라이즈드하이알루로닉애씨드(30 ppm)', '안하이드로자일리톨', '콜라겐', '류코노스톡/무발효여과물', '수크로오스팔미테이트', '스쿠알란', '폴리글루타믹애씨드', '글리세릴리놀리에이트', '하이드로제네이티드폴리아이소부텐', '글리세릴글루코사이드', '토코페롤', '올레아놀릭애씨드', '세라마이드엔피', '글라이신', '글루타믹애씨드', '알지닌', '하이드록시프로필사이클로덱스트린', '수크로오스다이스테아레이트', '피토스핑고신', '에틸헥실글리세린', '쌀겨오일', '해바라기씨오일', '트로메타민', '아이리쉬모스추출물', '사탕수수추출물', '해수', '프로테아제', '베타인', '판테놀', '에틸헥실글리세린', '알란토인', '잔탄검', '다이소듐이디티에이', '메타크릴로일에틸베타인/아크릴레이트코폴리머', '폴리우레탄-14', '에이엠피-아크릴레이트코폴리머', '아미노메틸프로판올', '프리지어추출물', '해수', '나이아신아마이드', '폴리메틸메타크릴레이트', '비스-피이지-18메틸에 터다이메틸실레인', '소듐하이알루로네이트', '납작파래추출물', '개청각추출물', '자이언트켈프추출물', '다시마추출물', '겔리듐 카르틸라기네움추출물', '세라마이드엔피', '세라마이드에이피', '세라마이드이오피', '병풀추출물', '호장근뿌리 추출물', '황금추출물', '녹차추출물', '스페인감초뿌리추출물', '마트리카리아꽃추출물', '로즈마리잎추출물', '로우스위트 블루베리추출물', '퉁퉁마디추출물', '분홍바늘꽃꽃/잎/줄기추출물', '아데노신', '암모늄아크릴로일 다이메틸타우레이트/브이피코폴리머', '피토스핑고신', '콜레스테롤', '소듐라우로일락틸레이트', '잔탄검', '카보머', '베타 인', '폴리실리콘-15', '에틸헥실글리세린', '다이소듐이디티에이', '트로메타인', '토코페릴아세테 이트', '청색1호', '향료', '부틸페닐메틸프로피오날', '리날룰']",나이아신아마이드 다시마추출물 한련초잎추출물 병풀뿌리추출물 에난티아 클로란타껍질추출물 지모뿌리추출물 소듐하이알루로네이트(500.1 ppm) 하이드로제네이티드레시틴 알란토인 카보머 엑토인 판테놀 아데노신 다이소듐이디티에이 프룩토올리고사카라이드 자일리톨 베타-글루칸 자일리틸글루코사이드 하이드롤라이즈드하이알루로닉애씨드(30 ppm) 안하이드로자일리톨 콜라겐 류코노스톡/무발효여과물 수크로오스팔미테이트 스쿠알란 폴리글루타믹애씨드 글리세릴리놀리에이트 하이드로제네이티드폴리아이소부텐 글리세릴글루코사이드 토코페롤 올레아놀릭애씨드 세라마이드엔피 글라이신 글루타믹애씨드 알지닌 하이드록시프로필사이클로덱스트린 수크로오스다이스테아레이트 피토스핑고신 에틸헥실글리세린 쌀겨오일 해바라기씨오일 트로메타민 아이리쉬모스추출물 사탕수수추출물 해수 프로테아제 베타인 판테놀 에틸헥실글리세린 알란토인 잔탄검 다이소듐이디티에이 메타크릴로일에틸베타인/아크릴레이트코폴리머 폴리우레탄-14 에이엠피-아크릴레이트코폴리머 아미노메틸프로판올 프리지어추출물 해수 나이아신아마이드 폴리메틸메타크릴레이트 비스-피이지-18메틸에 터다이메틸실레인 소듐하이알루로네이트 납작파래추출물 개청각추출물 자이언트켈프추출물 다시마추출물 겔리듐 카르틸라기네움추출물 세라마이드엔피 세라마이드에이피 세라마이드이오피 병풀추출물 호장근뿌리 추출물 황금추출물 녹차추출물 스페인감초뿌리추출물 마트리카리아꽃추출물 로즈마리잎추출물 로우스위트 블루베리추출물 퉁퉁마디추출물 분홍바늘꽃꽃/잎/줄기추출물 아데노신 암모늄아크릴로일 다이메틸타우레이트/브이피코폴리머 피토스핑고신 콜레스테롤 소듐라우로일락틸레이트 잔탄검 카보머 베타 인 폴리실리콘-15 에틸헥실글리세린 다이소듐이디티에이 트로메타인 토코페릴아세테 이트 청색1호 향료 부틸페닐메틸프로피오날 리날룰,2
F0002,"워터뱅크 블루히알루로닉 세럼 50mL, 흑당근 비타A 레티놀 탄력 앰플",비피다 바이옴 앰플 토너,DMT 데일리보습 로션,클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트,"워터뱅크 블루히알루로닉 세럼 50mL, 흑당근 비타A 레티놀 탄력 앰플,비피다 바이옴 앰플 토너,DMT 데일리보습 로션,클리니컬 0.3% 레티놀 + 2% 바쿠치올 트리트먼트","['스쿠알란', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '카보머', '세테아릴알코올', '트로메타민', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '덱스트린', '하이드로제네이티드레시틴', '에틸헥실글리세린', '향료', '글리세릴스테아레이트시트레이트', '다이소듐이디티에이', '베타인', '하이드롤라이즈드하이알루로닉애씨드(0.02%)', '베타-글루칸', '자일리틸글루코사이드', '안하이드로자일리톨', '자일리톨', '락토바실러스발효용해물', '글루코오스', '토코페롤', '마그네슘클로라이드', '테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트', '미역추출물', '버지니아풍년화수', '락토바실러스발효용해물', '락토코쿠스발효용해물', '락토바실러스/호박발효추출물', '효모발효여과물', '베타인', '알란토인', '판테놀', '세라마이드엔피', '하이알루로닉애씨드', '하이드롤라이즈드하이알루로닉애씨드', '하이드롤라이즈드글라이코사미노글리칸', '소듐하이알루로네이트', '소듐하이알루로네이트크로스폴리머', '하이드로제네이티드레시틴', '비피다발효여과물', '비피다발효용해물', '자일리톨', '안하이드로자일리톨', '자일리틸글루코사이드', '글루코오스', '흰버드나무껍질추출물', '락토바이오닉애씨드', '사탕수수추출물', '쿠티박테리움 그라눌로숨발효추출여과물(10ppb)', '프룩토오스', '프룩토올리고사카라이드', '토코페롤', '에틸헥실글리세린', '잔탄검', '다이소듐이디티에이', '아이리쉬모스추출물', '클로렐라 불가리스추출물', '■ 정제수', '카프릴릭/카프릭트리글리세라이드', '', '코코넛오일', '기름야자오일', '쉐어버터', '올리브오일', '하이드로제네이티드레시틴', '하이드록시에칠셀룰로오스', '카프릴릴글라이콜', '잔탄검', '스쿠알란', '카보머', '소듐카보머', '세라마이드3', '다이메티콘', '펜타에리스리틸테트라아이소스테아레이트', '아이소노닐아이소노나노에이트', '바쿠치올', '아라키딜알코올', '글리세릴폴리메타크릴레이트', '다이메티콘크로스폴리머', '베헤닐알코올', '피이지-75시어버터글리세라이즈', '글리세릴스테아레이트', 'C12-15알킬벤조에이트', '폴리솔베이트20', '테트라헥실데실아스코베이트', '레티놀', '세라마이드엔지', '팔미토일테트라펩타이드-7', '팔미토일헥사펩타이드-12', '소듐하이알루로네이트', '다이포타슘글리시리제이트', '스페인감초뿌리추출물', '귀리커넬추출물', '우엉뿌리추출물', '흰버드나무껍질추출물', '돌콩스테롤', '레시틴', '알란토인', '토코페릴아세테이트', '하이드롤라이즈드콩단백질', '팔미토일트라이펩타이드-1', '소듐하이드록사이드', '트라이베헤닌', '카프릴릴글라이콜', '다이펩타이드-2', '호장근뿌리추출물', '피이지-10피토스테롤', '마그네슘알루미늄실리케이트', '아라키딜글루코사이드', '크리신', '소듐아크릴레이트코폴리머', '스테아레스-20', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '세테아릴알코올', '코코-글루코사이드', '헤스페리딘메틸칼콘', 'N-하이드록시석신이미드', '다이소듐이디티에이', '에틸헥실글리세린']",스쿠알란 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 카보머 세테아릴알코올 트로메타민 폴리글리세릴-3메틸글루코오스다이스테아레이트 덱스트린 하이드로제네이티드레시틴 에틸헥실글리세린 향료 글리세릴스테아레이트시트레이트 다이소듐이디티에이 베타인 하이드롤라이즈드하이알루로닉애씨드(0.02%) 베타-글루칸 자일리틸글루코사이드 안하이드로자일리톨 자일리톨 락토바실러스발효용해물 글루코오스 토코페롤 마그네슘클로라이드 테트라데실아미노부티로일발릴아미노부티릭우레아트라이플루오로아세테이트 미역추출물 버지니아풍년화수 락토바실러스발효용해물 락토코쿠스발효용해물 락토바실러스/호박발효추출물 효모발효여과물 베타인 알란토인 판테놀 세라마이드엔피 하이알루로닉애씨드 하이드롤라이즈드하이알루로닉애씨드 하이드롤라이즈드글라이코사미노글리칸 소듐하이알루로네이트 소듐하이알루로네이트크로스폴리머 하이드로제네이티드레시틴 비피다발효여과물 비피다발효용해물 자일리톨 안하이드로자일리톨 자일리틸글루코사이드 글루코오스 흰버드나무껍질추출물 락토바이오닉애씨드 사탕수수추출물 쿠티박테리움 그라눌로숨발효추출여과물(10ppb) 프룩토오스 프룩토올리고사카라이드 토코페롤 에틸헥실글리세린 잔탄검 다이소듐이디티에이 아이리쉬모스추출물 클로렐라 불가리스추출물 ■ 정제수 카프릴릭/카프릭트리글리세라이드  코코넛오일 기름야자오일 쉐어버터 올리브오일 하이드로제네이티드레시틴 하이드록시에칠셀룰로오스 카프릴릴글라이콜 잔탄검 스쿠알란 카보머 소듐카보머 세라마이드3 다이메티콘 펜타에리스리틸테트라아이소스테아레이트 아이소노닐아이소노나노에이트 바쿠치올 아라키딜알코올 글리세릴폴리메타크릴레이트 다이메티콘크로스폴리머 베헤닐알코올 피이지-75시어버터글리세라이즈 글리세릴스테아레이트 C12-15알킬벤조에이트 폴리솔베이트20 테트라헥실데실아스코베이트 레티놀 세라마이드엔지 팔미토일테트라펩타이드-7 팔미토일헥사펩타이드-12 소듐하이알루로네이트 다이포타슘글리시리제이트 스페인감초뿌리추출물 귀리커넬추출물 우엉뿌리추출물 흰버드나무껍질추출물 돌콩스테롤 레시틴 알란토인 토코페릴아세테이트 하이드롤라이즈드콩단백질 팔미토일트라이펩타이드-1 소듐하이드록사이드 트라이베헤닌 카프릴릴글라이콜 다이펩타이드-2 호장근뿌리추출물 피이지-10피토스테롤 마그네슘알루미늄실리케이트 아라키딜글루코사이드 크리신 소듐아크릴레이트코폴리머 스테아레스-20 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 세테아릴알코올 코코-글루코사이드 헤스페리딘메틸칼콘 N-하이드록시석신이미드 다이소듐이디티에이 에틸헥실글리세린,2
F0003,프로바이오덤 타이트닝 콜라겐 세럼,다이브인 저분자 히알루론산 토너,아토베리어365 로션,아토베리어365 크림,"프로바이오덤 타이트닝 콜라겐 세럼,다이브인 저분자 히알루론산 토너,아토베리어365 로션,아토베리어365 크림","['글리세레스-26', '폴리글리세린-3', '네오펜틸글라이콜다이카프레이트', '나이아신아마이', '베타인', '알란토인', '판테놀', '쇠비름추출물', '트레할로오스', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드(100ppm)', '소듐하이알루로네이트크로스폴리머', '하이드롤라이즈드소듐하이알루로네이트', '소듐아세틸레이티드하이알루로네이트', '말라카이트추출물', '다이소듐이디티에이', '에틸헥실글리세린', '다이메티콘', '스쿠알란', '펜타에리스리틸테트라아이소스테아레이트', '베타인', '폴리글리세릴-3메틸글루코오스다이스테아레이트', '부틸렌글라이콜다이카프릴레이트/다이카프레이트', '팔미틱애씨드', '스테아릭애씨드', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '글리세릴스테아레이트', '하이드록시프로필비스팔미타마이드엠이에이', '글리세릴스테아레이트시트레이트', '콜레스테롤', '나이아신아마이드', '다이메티콘올', '하이드록시프로필비스라우라마이드엠이에이', '베헤닐알코올', '글리세릴카프릴레이트', '카보머', '다이소듐이디티에이', '에틸헥실글리세린', '트로메타민', '솔비탄아이소스테아레이트', '피토스핑고신', '만니톨', '세라마이드엔피', '토코페롤', '하이드로제네이티드레시틴', '아크릴레이트/암모늄메타크릴레이트코폴리머', '실리카', '스핑고리피드', '아라키딕애씨드', '올레익애씨드', '부틸렌글라이콜다이카프릴레이트/다이카프레이트', '세틸에틸헥사노에이트', '스쿠알란', '펜타에리스리틸테트라아이소스테아레이트', '다이카프릴릴카보네이트', '베헤닐알코올', '다이메티콘', '하이드록시프로필비스팔미타마이드엠이에이', '스테아릭애씨드', '베타인', '만니톨', 'C14-22알코올', '팔미틱애씨드', '하이드록시프로필비스라우라마이드엠이에이', '아라키딜알코올', '콜레스테롤', '폴리아크릴레이트-13', 'C12-20알킬글루코사이드', '알란토인', '아라키딜글루코사이드', '나이아신아마이드', '세라마이드엔피', '글리세릴카프릴레이트', '에틸헥실글리세린', '하이드로제네이티드폴리아이소부텐', '카보머', '트로메타민', '다이메티콘올', '폴리글리세릴-10라우레이트', '하이드로제네이티드레시틴', '에틸헥실팔미테이트', '아크릴레이트/암모늄메타크릴레이트코폴리머', '솔비탄아이소스테아레이트', '실리카', '피토스핑고신', '스핑고리피드', '아라키딕애씨드', '토코페롤', '올레익애씨드']",글리세레스-26 폴리글리세린-3 네오펜틸글라이콜다이카프레이트 나이아신아마이 베타인 알란토인 판테놀 쇠비름추출물 트레할로오스 소듐하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드(100ppm) 소듐하이알루로네이트크로스폴리머 하이드롤라이즈드소듐하이알루로네이트 소듐아세틸레이티드하이알루로네이트 말라카이트추출물 다이소듐이디티에이 에틸헥실글리세린 다이메티콘 스쿠알란 펜타에리스리틸테트라아이소스테아레이트 베타인 폴리글리세릴-3메틸글루코오스다이스테아레이트 부틸렌글라이콜다이카프릴레이트/다이카프레이트 팔미틱애씨드 스테아릭애씨드 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 글리세릴스테아레이트 하이드록시프로필비스팔미타마이드엠이에이 글리세릴스테아레이트시트레이트 콜레스테롤 나이아신아마이드 다이메티콘올 하이드록시프로필비스라우라마이드엠이에이 베헤닐알코올 글리세릴카프릴레이트 카보머 다이소듐이디티에이 에틸헥실글리세린 트로메타민 솔비탄아이소스테아레이트 피토스핑고신 만니톨 세라마이드엔피 토코페롤 하이드로제네이티드레시틴 아크릴레이트/암모늄메타크릴레이트코폴리머 실리카 스핑고리피드 아라키딕애씨드 올레익애씨드 부틸렌글라이콜다이카프릴레이트/다이카프레이트 세틸에틸헥사노에이트 스쿠알란 펜타에리스리틸테트라아이소스테아레이트 다이카프릴릴카보네이트 베헤닐알코올 다이메티콘 하이드록시프로필비스팔미타마이드엠이에이 스테아릭애씨드 베타인 만니톨 C14-22알코올 팔미틱애씨드 하이드록시프로필비스라우라마이드엠이에이 아라키딜알코올 콜레스테롤 폴리아크릴레이트-13 C12-20알킬글루코사이드 알란토인 아라키딜글루코사이드 나이아신아마이드 세라마이드엔피 글리세릴카프릴레이트 에틸헥실글리세린 하이드로제네이티드폴리아이소부텐 카보머 트로메타민 다이메티콘올 폴리글리세릴-10라우레이트 하이드로제네이티드레시틴 에틸헥실팔미테이트 아크릴레이트/암모늄메타크릴레이트코폴리머 솔비탄아이소스테아레이트 실리카 피토스핑고신 스핑고리피드 아라키딕애씨드 토코페롤 올레익애씨드,1
F0004,"하얀 자작나무 수액 앰플, 청귤 비타C 잡티케어 세럼",화이트 트러플 퍼스트 아로마틱 토너,그린티 히알루론산 로션,"속보습, 100시간 장수진 수분크림","하얀 자작나무 수액 앰플, 청귤 비타C 잡티케어 세럼,화이트 트러플 퍼스트 아로마틱 토너,그린티 히알루론산 로션,속보습, 100시간 장수진 수분크림","['자작나무수액', '폴리글리세린-3', '메틸글루세스-20', '프로필헵틸카프릴레이트', '베툴린', '소듐하이알루로네이트', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '나이아신아마이드', '잔탄검', '카보머', '트로메타민', '다이소듐이디티에이', '말토덱스트린', '하이드롤라이즈드식물성단백질', '에틸헥실글리세린', '네오펜틸글라이콜다이헵타노에이트', '글리세레스-26', '흰서양송로추출물(1', '000ppm)', '토코페롤', '하이드록시에틸우레아', '소듐클로라이드', '베타인', '아보카도오일', '다마스크장미꽃수', '솔비톨', '해바라기씨오일', '다이소듐이디티에이', '병풀추출물', '녹차추출물', '약모밀추출물', '쇠비름추출물', '아데노신', '올리브오일', '마카다미아씨오일', '동백나무씨오일', '달맞이꽃오일', '글루코노락톤', '돌콩오일', '비타민나무열매오일', '보검선인장줄기추출물', '밤껍질추출물', '감나무잎추출물', '아나토씨오일', '프로테아제', '파파인', '브로멜라인', '리파아제', '향료', '리날룰', '헥실신남알', '펜타에리스리틸테트라에틸헥사노에이트', '다이아이소스테아릴말레이트', '나이아신아마이드', 'C14-22알코올', '카보머', '트로메타민', 'C12-20알킬글루코사이드', '락토바실러스발효용해물', '소듐스테아로일글루타메이트', '소듐메타포스페이트', '에틸헥실글리세린', '녹차추출물', '하이알루로닉애씨드', '판테놀', '알지닌', '아스파틱애씨드', '글루타믹애씨드', '글루코노락톤', '소듐하이알루로네이트', '하이드롤라이즈드하이알루로닉애씨드', '소듐하이알루로네이트크로스폴리머', '토코페롤', '소듐아세틸레이티드하이알루로네이트']",자작나무수액 폴리글리세린-3 메틸글루세스-20 프로필헵틸카프릴레이트 베툴린 소듐하이알루로네이트 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 나이아신아마이드 잔탄검 카보머 트로메타민 다이소듐이디티에이 말토덱스트린 하이드롤라이즈드식물성단백질 에틸헥실글리세린 네오펜틸글라이콜다이헵타노에이트 글리세레스-26 흰서양송로추출물(1 000ppm) 토코페롤 하이드록시에틸우레아 소듐클로라이드 베타인 아보카도오일 다마스크장미꽃수 솔비톨 해바라기씨오일 다이소듐이디티에이 병풀추출물 녹차추출물 약모밀추출물 쇠비름추출물 아데노신 올리브오일 마카다미아씨오일 동백나무씨오일 달맞이꽃오일 글루코노락톤 돌콩오일 비타민나무열매오일 보검선인장줄기추출물 밤껍질추출물 감나무잎추출물 아나토씨오일 프로테아제 파파인 브로멜라인 리파아제 향료 리날룰 헥실신남알 펜타에리스리틸테트라에틸헥사노에이트 다이아이소스테아릴말레이트 나이아신아마이드 C14-22알코올 카보머 트로메타민 C12-20알킬글루코사이드 락토바실러스발효용해물 소듐스테아로일글루타메이트 소듐메타포스페이트 에틸헥실글리세린 녹차추출물 하이알루로닉애씨드 판테놀 알지닌 아스파틱애씨드 글루타믹애씨드 글루코노락톤 소듐하이알루로네이트 하이드롤라이즈드하이알루로닉애씨드 소듐하이알루로네이트크로스폴리머 토코페롤 소듐아세틸레이티드하이알루로네이트,2
F0005,탱자씨 잡티세럼,랙틱 애시드 10% + HA,더 심플 데일리 로션,워터뱅크 모이스춰 크림,"탱자씨 잡티세럼,랙틱 애시드 10% + HA,더 심플 데일리 로션,워터뱅크 모이스춰 크림","['탱자추출물', '네오펜틸글라이콜다이카프레이트', '나이아신아마이드', '베타인', '판테놀', '아스코빌테트라이소팔미테이트', '카카두플럼추출물', '트라넥사믹애씨드', '토코페롤', '호호바씨오일', '퀸즈랜드넛오일', '아이리쉬모스추출물', '사탕수수추출물', '인도멀구슬나무꽃추출물', '인도멀구슬나무잎추출물', '울금뿌리추출물', '홀리바질잎추출물', '카카오씨추출물', '참산호말추출물', '트로메타민', '소듐피씨에이', '알부틴', '아데노신', '에틸헥실글리세린', '소듐파이테이트', '덱스트린', '베헤닐알코올', '시어버터', '카보머', '락틱애씨드(10%)', '소듐하이드록사이드', '소듐하이알루로네이트크로스폴리머', '마운틴페퍼열매추출물', '마운틴페퍼잎추출물', '아라비아고무나무검', '잔탄검', '아이소세테스-20', '트라이소듐에틸렌다이아민다이석시네이트', '에틸헥실글리세린', '카프릴릴글라이콜', '비닐다이메티콘', '세틸에칠헥사노에이트', '알바수련꽃추출물', '알로에베라잎즙', '마데카소사이드', '세테아릴올리베이트', '카보머', '솔비탄올리베이트', '트로메타민', '소듐하이알루로네이트', '스쿠알란', '']",탱자추출물 네오펜틸글라이콜다이카프레이트 나이아신아마이드 베타인 판테놀 아스코빌테트라이소팔미테이트 카카두플럼추출물 트라넥사믹애씨드 토코페롤 호호바씨오일 퀸즈랜드넛오일 아이리쉬모스추출물 사탕수수추출물 인도멀구슬나무꽃추출물 인도멀구슬나무잎추출물 울금뿌리추출물 홀리바질잎추출물 카카오씨추출물 참산호말추출물 트로메타민 소듐피씨에이 알부틴 아데노신 에틸헥실글리세린 소듐파이테이트 덱스트린 베헤닐알코올 시어버터 카보머 락틱애씨드(10%) 소듐하이드록사이드 소듐하이알루로네이트크로스폴리머 마운틴페퍼열매추출물 마운틴페퍼잎추출물 아라비아고무나무검 잔탄검 아이소세테스-20 트라이소듐에틸렌다이아민다이석시네이트 에틸헥실글리세린 카프릴릴글라이콜 비닐다이메티콘 세틸에칠헥사노에이트 알바수련꽃추출물 알로에베라잎즙 마데카소사이드 세테아릴올리베이트 카보머 솔비탄올리베이트 트로메타민 소듐하이알루로네이트 스쿠알란 ,2
F0006,에이시카365 흔적 진정 세럼,레드 블레미쉬 클리어 수딩 토너,레드 블레미쉬 포 맨 올인원 오일컷 로션,레드 블레미쉬 클리어 수딩 크림,"에이시카365 흔적 진정 세럼,레드 블레미쉬 클리어 수딩 토너,레드 블레미쉬 포 맨 올인원 오일컷 로션,레드 블레미쉬 클리어 수딩 크림","['베타인', '나이아신아마이드', '스쿠알란', '폴리글리세릴-10스테아레이트', '수크로오스스테아레이트', '글리세릴폴리메타크릴레이트', '폴리글리세릴-10라우레이트', '피토스테롤', '카프릴릴메티콘', '카보머', '하이드로제네이티드레시틴', '하이드로제네이티드포스파티딜콜린', '트로메타민', '에틸헥실글리세린', '잔탄검', '셀룰로오스검', '다이소듐이디티에이', '마데카소사이드', '베타-글루칸', '토코페롤', '나이아신아마이드', '쇠비름추출물', '병풀추출물', '무화과추출물', '흰버드나무껍질추출물', '사탕수수추출물', '사과추출물', '케이프알로에잎추출물', '하이드로제네이티드레시틴', '판테놀', '라피노오스', '아크릴레이트/C10-30알킬아크릴레이트크로스폴리머', '트로메타민', '다이소듐이디티에이', '베타인', '베타-글루칸', '마데카소사이드', '세라마이드엔피', '마데카식애씨드', '아시아티코사이드', '아시아틱애씨드', '에틸헥실글리세린', '카프릴릴글라이콜', '베타인', '카프릴릴메티콘', '나이아신아마이드', '실리카', '에리스리톨', '커피콩추출물', '사과추출물', '스테아릴다이메티콘', '소듐아크릴레이트코폴리머', '병풀추출물', '하이드록시아세토페논', '알지닌', '암모늄아크릴로일다이메틸타우레이트/브이피코폴리머', '카보머', '폴리아크릴레이트-13', '에틸헥실글리세린', '녹차추출물', '메도우스위트꽃추출물', '사탕무뿌리추출물', '레몬추출물', '글루코노락톤', '아데노신', '하이드로제네이티드폴리아이소부텐', '레시틴', '다이소듐이디티에이', '폴리글리세릴-10라우레이트', '에틸헥실팔미테이트', '솔비탄아이소스테아레이트', '하이드롤라이즈드하이알루로닉애씨드', '하이드로제네이티드레시틴', '판테놀', '수크로오스다이스테아레이트', '마데카소사이드', '세라마이드엔피', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드', '나이아신아마이드', '다이카프릴릴카보네이트', '비닐다이메티콘', '카프릴릴메티콘', '하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머', '판테놀', '아크릴레이트/C10-30알킬아크릴레이트크로스폴리머', '다이메티콘올', '폴리메틸실세스퀴옥세인', '트로메타민', '다이포타슘글리시리제이트', '글리세릴아크릴레이트/아크릴릭애씨드코폴리머', '에틸헥실글리세린', '잔탄검', '병풀잎추출물', '프룩토올리고사카라이드', '소듐파이테이트', '알란토인', '락토바실러스발효물', '락토바실러스/콩발효추출물', '류코노스톡/무발효여과물', '효모발효추출물', '토코페롤', '에피갈로카테킨갈레이트', '마데카소사이드', '베타-글루칸', '병풀추출물', '아시아티코사이드', '마데카식애씨드', '아시아틱애씨드']",베타인 나이아신아마이드 스쿠알란 폴리글리세릴-10스테아레이트 수크로오스스테아레이트 글리세릴폴리메타크릴레이트 폴리글리세릴-10라우레이트 피토스테롤 카프릴릴메티콘 카보머 하이드로제네이티드레시틴 하이드로제네이티드포스파티딜콜린 트로메타민 에틸헥실글리세린 잔탄검 셀룰로오스검 다이소듐이디티에이 마데카소사이드 베타-글루칸 토코페롤 나이아신아마이드 쇠비름추출물 병풀추출물 무화과추출물 흰버드나무껍질추출물 사탕수수추출물 사과추출물 케이프알로에잎추출물 하이드로제네이티드레시틴 판테놀 라피노오스 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 트로메타민 다이소듐이디티에이 베타인 베타-글루칸 마데카소사이드 세라마이드엔피 마데카식애씨드 아시아티코사이드 아시아틱애씨드 에틸헥실글리세린 카프릴릴글라이콜 베타인 카프릴릴메티콘 나이아신아마이드 실리카 에리스리톨 커피콩추출물 사과추출물 스테아릴다이메티콘 소듐아크릴레이트코폴리머 병풀추출물 하이드록시아세토페논 알지닌 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머 카보머 폴리아크릴레이트-13 에틸헥실글리세린 녹차추출물 메도우스위트꽃추출물 사탕무뿌리추출물 레몬추출물 글루코노락톤 아데노신 하이드로제네이티드폴리아이소부텐 레시틴 다이소듐이디티에이 폴리글리세릴-10라우레이트 에틸헥실팔미테이트 솔비탄아이소스테아레이트 하이드롤라이즈드하이알루로닉애씨드 하이드로제네이티드레시틴 판테놀 수크로오스다이스테아레이트 마데카소사이드 세라마이드엔피 아시아티코사이드 마데카식애씨드 아시아틱애씨드 나이아신아마이드 다이카프릴릴카보네이트 비닐다이메티콘 카프릴릴메티콘 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머 판테놀 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머 다이메티콘올 폴리메틸실세스퀴옥세인 트로메타민 다이포타슘글리시리제이트 글리세릴아크릴레이트/아크릴릭애씨드코폴리머 에틸헥실글리세린 잔탄검 병풀잎추출물 프룩토올리고사카라이드 소듐파이테이트 알란토인 락토바실러스발효물 락토바실러스/콩발효추출물 류코노스톡/무발효여과물 효모발효추출물 토코페롤 에피갈로카테킨갈레이트 마데카소사이드 베타-글루칸 병풀추출물 아시아티코사이드 마데카식애씨드 아시아틱애씨드,1
