userID,user_skintype,user_trouble,main_prd_ingredients,prd_name
F0002,건성,민감성/아토피,"병풀잎수, 메틸글루세스-20, 폴리글리세린-3, 병풀추출물, 무화과추출물, 다시마추출물, 한련초잎추출물, 버지니아풍년화추출물, 티트리잎추출물, 약모밀추출물, 국화추출물, 연꽃꽃추출물, 라벤더꽃추출물, 마돈나백합꽃추출물, 서양수수꽃다리추출물, 장미꽃추출물, 녹차수, 베르가모트오일, 하이드로제네이티드레시틴, C12-14파레스-12, 알란토인, 마트리카리아꽃수, 잔탄검, 프룩토올리고사카라이드, 베타-글루칸, 하이드롤라이즈드하이알루로닉애씨드, 세라마이드엔피, 카보머, 팔미토일펜타펩타이드-4, 에틸헥실글리세린, 리날룰, 나이아신아마이드, 락토바실러스발효물, 암모늄폴리아크릴로일다이메틸타우레이트, 판테놀, 석시닉애씨드, 트로메타민, 다이포타슘글리시리제이트, 알란토인, 스테비아잎/줄기추출물, 다이소듐이디티에이, 덱스트린, 카카오씨추출물, 병풀추출물, 약모밀추출물, 워터민트추출물, 애플민트잎추출물, 스피어민트추출물, 아시아틱애씨드, 아시아티코사이드, 마데카식애씨드, 마데카소사이드, 흰버드나무껍질추출물, 아이리쉬모스추출물, 사탕수수추출물, 해수, 프로테아제, 베타인, 판테놀, 에틸헥실글리세린, 알란토인, 잔탄검, 다이소듐이디티에이, 아벤느온천수,글리세린,카프릴릭/카프릭트리글리세라이드,이소프로필팔미테이트,프로필렌글라이콜디카프레이트,글리세릴스테아레이트,피이지-100스테아레이트,미레스-3미리스테이트,토코페릴아세테이트,달맞이꽃오일,카프릴릴글라이콜,글라이신,펜틸람노사이드,아크릴레이트/C10-30알킬아크릴레이트크로스폴리머,카보머, 페닐트라이메티콘, 트레할로오스, 다이카프릴릴카보네이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 하이드로제네이티드레시틴, 하이드로제네이티드폴리아이소부텐, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 세테아릴알코올, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴카프릴레이트, 글리세릴스테아레이트, 트로메타민, 다이소듐이디티에이, 에틸헥실글리세린, 스테아릭애씨드, 팔미틱애씨드, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 솔비탄아이소스테아레이트, 만니톨, 알지닌, 세린, 수크로오스, 피씨에이, 시트룰린, 글라이코젠, 히스티딘에이치씨엘, 알라닌, 토코페롤, 하이드록시프로필비스팔미타마이드엠이에이, 트레오닌, 글루타믹애씨드, 미리스틱애씨드, 아라키딕애씨드, 라이신에이치씨엘, 아크릴레이트/암모늄메타크릴레이트코폴리머, 콜레스테롤, 실리카","아임쏘리포마이스킨 릴렉싱 앰플, 에이클리어 스팟 포 페이스 세럼, 1025 독도 토너, 트릭세라 로션, 아토베리어365 하이드로 수딩크림"
