counts
1
1
1
1
3
1
1
1
1
1
1
2
1
1
1
1
9
1
1
6
5
1
1
1
2
1
3
1
1
4
1
4
4
3
1
1
1
1
1
1
4
1
1
2
1
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
1
2
1
1
2
2
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
1
1
1
1
3
1
1
1
1
1
1
1
2
1
1
1
1
1
1
2
1
1
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
7
1
1
1
1
1
1
1
1
1
3
1
1
1
1
2
1
1
1
2
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
4
1
2
3
1
1
1
3
3
3
1
1
1
2
1
3
3
1
1
1
4
4
2
1
1
1
1
1
1
1
1
2
3
3
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
1
36
2
2
2
2
2
2
2
2
2
2
2
4
2
4
2
4
2
2
2
2
2
2
2
2
4
4
4
2
