counts
4
40
43
36
227
6
14
6
2
19
28
54
11
49
1
186
33
33
34
122
79
35
105
154
21
30
5
3
3
3
6
2
16
1
2
5
1
1
15
45
48
17
11
2
17
24
4
16
12
56
12
3
8
1
1
2
1
2
11
111
16
1
1
6
4
1
1
1
21
1
7
1
15
9
39
3
17
9
22
22
11
9
11
3
6
2
30
11
18
13
4
14
26
32
16
32
16
7
2
7
3
3
25
39
13
11
5
1
10
9
1
20
12
13
8
1
5
2
6
5
2
23
14
3
21
7
59
18
38
49
2
54
13
6
5
3
3
25
1
22
13
1
3
3
21
14
6
3
2
1
4
14
20
4
1
15
3
2
6
1
2
17
24
6
7
1
29
27
1
5
1
1
4
6
2
9
1
6
12
12
78
29
24
3
1
2
1
1
5
1
1
2
13
13
2
4
5
2
3
6
3
2
1
11
8
1
3
7
22
7
2
1
3
5
7
3
35
29
9
1
4
3
8
1
1
10
9
1
11
2
2
2
4
7
4
1
7
28
9
16
6
17
9
2
1
35
13
1
5
3
5
1
1
6
4
10
38
7
1
1
4
23
3
2
4
9
1
1
15
15
2
1
1
3
6
7
1
1
1
3
18
1
1
2
2
12
13
1
7
1
5
11
1
1
1
8
6
2
2
11
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
3
1
1
1
1
3
1
1
1
1
2
3
2
1
1
1
1
5
2
1
13
6
2
1
11
1
1
2
2
21
15
1
2
2
2
1
1
1
2
1
1
1
3
1
3
21
2
1
3
1
3
3
6
1
1
1
2
12
5
1
1
33
1
2
1
21
3
1
2
1
2
2
1
3
22
24
25
3
13
13
3
6
1
3
11
3
6
6
8
14
14
2
2
1
1
21
20
6
3
2
2
7
8
5
5
1
2
2
1
1
1
1
51
1
3
2
1
4
4
1
1
3
4
1
1
2
3
6
3
9
1
6
2
9
1
3
3
3
2
4
1
4
3
3
1
3
1
1
1
2
3
1
3
2
1
11
1
4
20
8
1
7
1
13
4
1
54
1
16
1
2
1
4
3
4
4
1
12
1
3
1
2
21
8
3
1
3
1
2
10
2
1
18
17
2
4
1
6
2
9
6
1
3
3
2
3
26
8
2
3
15
4
11
3
1
4
9
12
1
1
3
6
1
8
5
1
1
1
1
1
1
1
1
1
1
1
1
9
1
8
1
6
14
1
2
11
1
1
1
5
1
3
1
1
7
1
3
2
3
1
3
1
10
1
4
1
6
4
4
5
1
3
2
2
1
3
3
1
1
2
1
1
1
1
1
1
7
1
1
3
2
1
2
2
2
1
1
8
1
4
5
29
8
3
1
2
4
2
1
1
1
1
3
1
1
2
3
14
14
2
1
2
1
2
4
2
7
1
1
1
1
1
4
3
4
1
3
8
1
5
3
1
2
8
3
1
1
1
1
1
1
2
7
1
1
1
4
5
5
1
4
4
3
2
1
1
7
3
5
12
18
1
1
1
1
8
18
6
1
2
1
11
1
3
1
1
2
9
1
2
2
1
4
4
7
5
1
4
3
2
2
1
5
2
3
2
3
1
3
1
3
3
1
3
3
1
1
2
10
7
1
8
5
3
20
4
2
1
3
2
2
3
2
3
3
3
1
1
3
2
1
3
1
2
1
1
4
1
1
2
16
2
5
4
3
8
2
1
19
2
3
9
14
1
1
10
1
6
1
2
1
3
2
10
23
2
2
8
4
2
11
1
1
1
1
1
7
8
3
6
2
10
1
18
6
2
3
5
6
17
2
2
2
4
7
2
6
2
2
2
8
2
4
4
3
5
5
22
2
3
2
6
2
2
2
2
2
2
11
4
2
7
1
1
1
1
1
4
1
4
3
1
16
13
1
1
1
18
1
1
1
1
3
1
2
1
1
6
1
1
1
4
3
2
1
2
1
5
2
3
1
2
5
2
3
1
1
8
2
1
1
1
9
6
3
1
23
3
2
5
2
5
3
4
1
17
1
2
1
4
4
3
6
3
10
4
4
5
1
7
13
2
3
1
8
5
3
1
1
2
4
1
1
6
2
9
1
1
1
1
10
14
9
1
3
2
4
5
1
6
3
1
1
1
1
4
4
2
2
3
1
1
1
1
1
2
1
4
1
1
1
8
1
1
1
1
1
2
2
2
2
3
5
2
8
6
3
3
4
4
2
3
2
3
3
2
6
6
2
5
2
2
2
2
2
2
2
4
5
3
3
3
2
2
2
4
9
1
2
1
5
1
6
1
2
3
3
1
4
5
9
1
1
2
1
2
1
2
1
6
2
1
1
2
1
3
3
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
2
5
1
2
2
1
1
1
1
2
2
1
1
13
5
10
8
2
5
1
6
3
3
1
1
1
1
2
3
1
1
1
3
3
1
1
1
3
3
1
1
2
1
3
1
2
3
3
2
1
1
2
3
1
1
2
1
1
1
1
1
1
1
7
1
1
1
2
1
1
3
2
5
2
2
1
1
1
3
7
1
1
3
1
3
1
1
1
2
2
3
1
2
7
4
1
2
1
1
3
1
1
1
1
1
1
1
11
1
1
1
1
1
1
1
1
10
4
9
1
1
3
2
7
2
2
2
2
8
19
11
4
7
1
1
4
13
1
3
1
2
1
1
1
1
1
1
3
1
3
4
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
12
2
1
1
8
2
1
1
1
1
5
1
1
1
4
2
1
1
1
1
2
2
2
2
1
1
1
5
1
2
1
1
1
1
1
1
2
1
1
13
1
8
4
1
1
1
1
1
1
1
1
1
2
1
1
1
1
7
1
1
5
3
1
1
1
2
1
5
1
2
1
1
1
1
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
2
1
1
1
5
1
1
1
2
2
1
1
1
1
1
2
1
1
4
1
1
2
2
2
1
1
1
1
1
1
1
1
1
1
2
16
5
2
1
4
1
1
1
1
2
6
1
2
2
1
2
5
3
1
1
1
1
1
1
3
1
1
1
2
1
3
1
1
1
1
1
1
1
1
2
1
1
1
1
2
1
1
1
1
1
1
1
1
1
1
1
3
1
1
2
1
1
1
4
3
1
1
1
1
5
2
1
1
1
1
1
1
1
1
1
1
1
1
1
1
2
1
1
2
2
1
1
1
1
1
2
1
1
1
1
1
1
1
1
2
1
1
1
2
1
2
1
1
2
1
3
1
4
2
2
1
1
3
3
3
1
2
1
2
1
1
1
1
3
1
2
1
1
1
1
1
1
5
1
1
2
1
3
1
1
2
1
1
3
1
1
1
2
1
2
1
5
1
1
1
1
2
1
1
2
1
1
1
1
1
1
1
1
2
3
1
1
1
2
3
1
1
1
1
1
2
1
1
1
2
1
3
1
1
1
6
7
1
1
1
1
